"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"GSH","IN","Goshen Municipal","Goshen","USA",41.52716028,-85.79210278,-5,0,NA
"GSN","CQ","Saipan International","Obyan","USA",15.11900139,-145.7293561,NA,NA,NA
"GSO","NC","Piedmont Triad International","Greensboro","USA",36.09774694,-79.9372975,-5,1,377466
"GSP","SC","Greenville-Spartanburg","Greer","USA",34.89566722,-82.21885833,-5,1,192267
"GST","AK","Gustavus","Gustavus","USA",58.42438139,-135.7073814,-9,1,1804
"GTF","MT","Great Falls Intl","Great Falls","USA",47.48200194,-111.3706853,-7,1,59673
"GTR","MS","Golden Triangle Regional","Columbus-Starkville-West Point","USA",33.45033444,-88.59136861,-6,1,6874
"GTU","TX","Georgetown Municipal","Georgetown","USA",30.67880889,-97.67938389,-6,1,NA
"GUC","CO","Gunnison County","Gunnison","USA",38.53396333,-106.9331817,-7,1,6997
"GUM","GU","Guam International","Agana","USA",13.48345,-144.7959825,10,NA,14796
"GUP","NM","Gallup Municipal","Gallup","USA",35.51105833,-108.7893094,-7,1,NA
"GUY","OK","Guymon Municipal","Guymon","USA",36.68507194,-101.5077817,-6,1,NA
"GVL","GA","Lee Gilmer Memorial","Gainesville","USA",34.27290389,-83.82681333,-5,1,NA
"GVQ","NY","Genesee Cty","Batavia","USA",43.03172639,-78.16759972,-5,1,NA
"GVT","TX","Majors","Greenville","USA",33.06783889,-96.0653325,-6,1,NA
"GWO","MS","Greenwood-Leflore","Greenwood","USA",33.49432667,-90.084705,-6,1,NA
"GWR","ND","Gwinner-Roger Melroe ","Gwinner","USA",46.21872222,-97.64325,-6,1,NA
"GWW","NC","Goldsboro-Wayne Municipal","Goldsboro","USA",35.46055444,-77.96493306,-5,1,NA
"GXY","CO","Greeley-Weld County","Greeley","USA",40.43561833,-104.6321156,-7,1,NA
"GYH","SC","Donaldson Center","Greenville","USA",34.75831917,-82.376415,-5,1,NA
"GYR","AZ","Phoenix Goodyear","Goodyear","USA",33.42281972,-112.3759919,-7,0,NA
"GYY","IN","Gary/Chicago ","Gary","USA",41.61627306,-87.41278806,-6,1,NA
"GYY","IN","Gary/Chicago ","Gary","USA",41.61627306,-87.41278806,-5,0,NA
"GZH","AL","Middleton ","Evergreen","USA",31.41580111,-87.04404333,-6,1,NA
"GZS","TN","Abernathy ","Pulaski","USA",35.15371972,-87.05681444,-6,1,NA
"H04","OK","Vinita Municipal","Vinita","USA",36.63301806,-95.15136111,-6,1,NA
"H05","OK","Wilburton Municipal","Wilburton","USA",34.91954278,-95.39469722,-6,1,NA
"H19","MO","Bowling Green Municipal","Bowling Green","USA",39.36993361,-91.21925556,-6,1,NA
"H21","MO","Camdenton Memorial","Camdenton","USA",37.97468528,-92.69161528,-6,1,NA
"H30","NY","Hamilton Municipal ","Hamilton","USA",42.84381889,-75.56140194,-5,1,NA
"H35","AR","Clarksville Municipal","Clarksville","USA",35.47069417,-93.427155,-6,1,NA
"H41","MO","Memorial","Mexico","USA",39.15751389,-91.81826667,-6,1,NA
"H45","OK","Seminole Municipal","Seminole","USA",35.27467806,-96.67516194,-6,1,NA
"H66","OK","Nowata Municipal","Nowata","USA",36.72092222,-95.62525583,-6,1,NA
"H71","OK","Mid-America Industrial","Pryor","USA",36.22539389,-95.33006333,-6,1,NA
"H79","MO","Eldon Model Airpark","Eldon","USA",38.36062611,-92.57157139,-6,1,NA
"H88","MO","Municipal","Fredericktown","USA",37.605825,-90.28731389,-6,1,NA
"H92","OK","Hominy","Hominy","USA",36.43340222,-96.38362861,-6,1,NA
"H96","IL","Benton Municipal","Benton","USA",38.00675111,-88.93441528,-6,1,NA
"H97","OK","Pawnee Municipal","Pawnee","USA",36.38338556,-96.8103125,-6,1,NA
"HAB","AL","Marion County","Hamilton","USA",34.11757222,-87.99819583,-6,1,NA
"HAE","MO","Hannibal Municipal","Hannibal","USA",39.72448944,-91.44367944,-6,1,NA
"HAF","CA","Half Moon Bay","Half Moon Bay","USA",37.51382944,-122.5010892,-8,1,NA
"HAI","MI","Three Rivers Municipal","Three Rivers","USA",41.95975,-85.59338889,-5,1,NA
"HAO","OH","Hamilton-Fairfield","Hamilton","USA",39.36448861,-84.52457722,-5,1,NA
"HAY","AK","Haycock","Haycock","USA",65.20098944,-161.1567792,-9,1,NA
"HBC","ND","Mohall Municipal","Mohall","USA",48.76838333,-101.5369953,-6,1,NA
"HBG","MS","Bobby L. Chain Municipal","Hattiesburg","USA",31.26506556,-89.2530325,-6,1,NA
"HBR","OK","Hobart Municipal","Hobart","USA",34.9913075,-99.0513525,-6,1,NA
"HBV","TX","Jim Hogg County","Hebbronville","USA",27.34955556,-98.73697222,-6,1,NA
"HBZ","AR","Heber Springs Municipal","Heber Springs","USA",35.51169389,-92.01300944,-6,1,NA
"HCD","MN","Hutchinson Municipal","Hutchinson","USA",44.85890667,-94.38178917,-6,1,NA
"HCO","MN","Hallock Municipal","Hallock","USA",48.75273139,-96.94300306,-6,1,NA
"HDC","LA","Hammond Municipal","Hammond","USA",30.52096889,-90.41762056,-6,1,NA
"HDE","NE","Brewster ","Holdredge","USA",40.45269444,-99.33733333,-6,1,NA
"HDH","HI","Dillingham Airfield","Mokuleia","USA",21.57947361,-158.1972814,-10,0,NA
"HDI","TN","Hardwick ","Cleveland","USA",35.22007306,-84.83244333,-5,1,NA
"HDI","TN","Hardwick ","Cleveland","USA",35.22007306,-84.83244333,-6,1,NA
"HDN","CO","Yampa Valley","Hayden","USA",40.48118028,-107.2176597,-7,1,17978
"HDO","TX","Hondo Municipal","Hondo","USA",29.35952778,-99.17666667,-6,1,NA
"HEE","AR","Thompson-Robbins","Helena-West Helena","USA",34.57648972,-90.67588639,-6,1,NA
"HEF","VA","Manassas Reg./Harry P Davis ","Manassas","USA",38.72141667,-77.51544444,-5,1,NA
"HEI","ND","Hettinger Municipal","Hettinger","USA",46.01494444,-102.6559722,-7,1,NA
"HEQ","CO","Holyoke","Holyoke","USA",40.56943056,-102.2726875,-7,1,NA
"HEZ","MS","Natchez-Adams County","Natchez","USA",31.61366111,-91.29733639,-6,1,NA
"HFD","CT","Hartford Brainard","Hartford","USA",41.73626861,-72.65021389,-5,1,NA
"HFY","IN","Greenwood Municipal","Indianapolis/Greenwood","USA",39.62841667,-86.08788889,-5,0,NA
"HGR","MD","Hagerstown Regional-Richard Henson ","Hagerstown","USA",39.70794444,-77.7295,-5,1,NA
"HHF","TX","Hemphill County","Canadian","USA",35.89530778,-100.4036397,-6,1,NA
"HHG","IN","Huntington Municipal","Huntington","USA",40.85299,-85.45941917,-5,0,NA
"HHH",NA,"Hilton Head",NA,"USA",32.224384,-80.697629,NA,NA,1311
"HHR","CA","Jack Northrop Field/Hawthorne Municipal","Hawthorne","USA",33.92283972,-118.3351872,-8,1,NA
"HHR","CA","Jack Northrop Field/Hawthorne Municipal","Hawthorne","USA",33.92283972,-118.3351872,-7,1,NA
"HHW","OK","Stan Stamper Municipal","Hugo","USA",34.03482556,-95.54190611,-6,1,NA
"HI01","HI","Princeville","Hanalei","USA",22.20919,-159.4455339,-10,0,NA
"HIB","MN","Chisholm-Hibbing","Hibbing","USA",47.38659917,-92.83899333,-6,1,NA
"HIE","NH","Mt Washington Regional","Whitefield","USA",44.36761639,-71.54447111,-5,1,NA
"HIG","MO","Higginsville Industrial Municipal","Higginsville","USA",39.07334639,-93.67716083,-6,1,NA
"HII","AZ","Lake Havasu City","Lake Havasu City","USA",34.56816056,-114.3561783,-7,0,NA
"HIO","OR","Portland-Hillsboro","Hillsboro (Portland)","USA",45.54039389,-122.9498258,-8,1,NA
"HJH","NE","Hebron Municipal","Hebron","USA",40.15225,-97.58697222,-6,1,NA
"HJO","CA","Hanford Municipal","Hanford","USA",36.31852194,-119.6288675,-8,1,NA
"HKA","AR","Blytheville Municipal","Blytheville","USA",35.94040667,-89.83080583,-6,1,NA
"HKS","MS","Hawkins ","Jackson","USA",32.3347725,-90.22253167,-6,1,NA
"HKY","NC","Hickory Municipal","Hickory","USA",35.74114639,-81.38954889,-5,1,648
"HLC","KS","Hill City Municipal","Hill City","USA",39.37883611,-99.83149444,-6,1,NA
"HLG","WV","Wheeling-Ohio Cty","Wheeling","USA",40.175,-80.64627778,-5,1,NA
"HLN","MT","Helena Regional","Helena","USA",46.60681806,-111.9827503,-7,1,25151
"HLX","VA","Twin County","Galax","USA",36.76611472,-80.82356556,-5,1,NA
"HMT","CA","Hemet-Ryan","Hemet","USA",33.73398167,-117.0225258,-8,1,NA
"HMZ","PA","Bedford County","Bedford","USA",40.08536861,-78.51221778,-5,1,NA
"HNB","IN","Huntingburg","Huntingburg","USA",38.24902583,-86.95371833,-5,0,NA
"HNB","IN","Huntingburg","Huntingburg","USA",38.24902583,-86.95371833,-6,1,NA
"HNH","AK","Hoonah","Hoonah","USA",58.09609139,-135.4096975,-9,1,NA
"HNL","HI","Honolulu International","Honolulu","USA",21.31869111,-157.9224072,-10,0,474039
"HNM","HI","Hana","Hana","USA",20.79563722,-156.0144378,-10,0,NA
"HNR","IA","Harlan Municipal","Harlan","USA",41.58438889,-95.33963889,-6,1,NA
"HNS","AK","Haines","Haines","USA",59.24522806,-135.5221086,-9,1,NA
"HNZ","NC","Henderson-Oxford","Oxford","USA",36.36156111,-78.52916639,-5,1,NA
"HOB","NM","Lea County Regional","Hobbs","USA",32.68752778,-103.2170278,-7,1,NA
"HOC","OH","Highland County","Hillsboro","USA",39.18875944,-83.53880694,-5,1,NA
"HOE","GA","Homerville","Homerville","USA",31.05591667,-82.77413889,-5,1,NA
"HOM","AK","Homer","Homer","USA",59.64555556,-151.4765833,-9,1,NA
"HON","SD","Huron Regional","Huron","USA",44.38520056,-98.2285425,-6,1,NA
"HOT","AR","Memorial ","Hot Springs","USA",34.47803389,-93.09620833,-6,1,NA
"HOU","TX","William P Hobby","Houston","USA",29.64541861,-95.27888889,-6,1,1168739
"HPB","AK","Hooper Bay","Hooper Bay","USA",61.52418306,-166.1467797,-9,1,NA
"HPN","NY","Westchester Cty","White Plains","USA",41.06695778,-73.70757444,-5,1,118394
"HPT","IA","Hampton Municipal","Hampton","USA",42.72372361,-93.22634056,-6,1,NA
"HQG","KS","Hugoton Municipal","Hugoton","USA",37.16308056,-101.3705267,-6,1,NA
"HQM","WA","Bowerman","Hoquiam","USA",46.97120167,-123.9365581,-8,1,NA
"HQU","GA","Thomson-McDuffie County","Thomson","USA",33.52972639,-82.51678556,-5,1,NA
"HQZ","TX","Mesquite Metro","Mesquite","USA",32.74696278,-96.53041722,-6,1,NA
"HRI","OR","Hermiston Muni","Hermiston","USA",45.82822222,-119.2591667,-8,1,NA
"HRL","TX","Valley International","Harlingen","USA",26.22850611,-97.65439389,-6,1,113081
"HRO","AR","Boone County","Harrison","USA",36.26152056,-93.15472889,-6,1,NA
"HRR","AK","Healy River","Healy","USA",63.86620806,-148.9689842,-9,1,NA
"HRU","KS","Herington Municipal","Herington","USA",38.68322389,-96.80800639,-6,1,NA
"HRX","TX","Hereford Municipal","Hereford","USA",34.85761639,-102.3272017,-6,1,NA
"HSA","MS","Stennis International","Bay St Louis","USA",30.36780778,-89.45461083,-6,1,NA
"HSB","IL","Harrisburg-Raleigh","Harrisburg","USA",37.8115,-88.54913889,-6,1,NA
"HSE","NC","Billy Mitchell","Hatteras","USA",35.2327875,-75.617795,-5,1,NA
"HSI","NE","Hastings Municipal","Hastings","USA",40.60525,-98.42788889,-6,1,NA
"HSL","AK","Huslia","Huslia","USA",65.70055556,-156.3875,-9,1,NA
"HSP","VA","Ingalls ","Hot Springs","USA",37.95144444,-79.83389444,-5,1,NA
"HSR","SD","Hot Springs Municipal","Hot Springs","USA",43.36824528,-103.3881378,-7,1,NA
"HSV","AL","Huntsville International ","Huntsville","USA",34.6404475,-86.77310944,-6,1,151530
"HTH","NV","Hawthorne Municipal","Hawthorne","USA",38.54436583,-118.6343003,-8,1,NA
"HTL","MI","Roscommon County","Houghton Lake","USA",44.35980556,-84.67111111,-5,1,NA
"HTO","NY","East Hampton","East Hampton","USA",40.95957778,-72.25185056,-5,1,NA
"HTS","WV","Tri-State/Walker-Long ","Huntington","USA",38.36666667,-82.55802778,-5,1,17592
"HTW","OH","Lawrence County Airpark Inc","Chesapeake","USA",38.41924861,-82.4943225,-5,1,NA
"HUF","IN","Terre Haute International-Hulman ","Terre Haute","USA",39.45146361,-87.30756111,-5,0,NA
"HUL","ME","Houlton International","Houlton","USA",46.12308333,-67.79205556,-5,1,NA
"HUM","LA","Houma-Terrebonne","Houma","USA",29.5665,-90.66041667,-6,1,NA
"HUS","AK","Hughes","Hughes","USA",66.04112167,-154.2631903,-9,1,NA
"HUT","KS","Hutchinson Municipal","Hutchinson","USA",38.06548306,-97.86063361,-6,1,NA
"HVC","KY","Hopkinsville-Christian County","Hopkinsville","USA",36.85658333,-87.45725,-6,1,NA
"HVE","UT","Hanksville","Hanksville","USA",38.41803722,-110.7040378,-7,1,NA
"HVN","CT","Tweed-New Haven","New Haven","USA",41.26389889,-72.8871,-5,1,7365
"HVR","MT","Havre City-County","Havre","USA",48.542985,-109.7623419,-7,1,NA
"HVS","SC","Hartsville Municipal","Hartsville","USA",34.40308333,-80.11922222,-5,1,NA
"HWD","CA","Hayward Executive","Hayward","USA",37.65926528,-122.1224083,-8,1,NA
"HWI","AK","Hawk Inlet SPB","Hawk Inlet","USA",58.12744139,-134.7559531,-9,1,NA
"HWO","FL","North Perry","Hollywood","USA",26.00142417,-80.24052056,-5,1,NA
"HWQ","MT","Wheatland County  At Harlowton","Harlowton","USA",46.4541225,-109.8549061,-7,1,NA
"HWV","NY","Brookhaven","Shirley","USA",40.81676528,-72.86204722,-5,1,NA
"HXD","SC","Hilton Head","Hilton Head Island","USA",32.22436111,-80.69747222,-5,1,NA
"HXF","WI","Hartford Municipal","Hartford","USA",43.34927806,-88.39112528,-6,1,NA
"HYA","MA","Barnstable Mun Boardman/Polando ","Hyannis","USA",41.66933639,-70.28035583,-5,1,NA
"HYG","AK","Hydaburg SPB","Hydaburg","USA",55.20631611,-132.8283131,-9,1,NA
"HYI","TX","San Marcos Municipal","San Marcos","USA",29.89361111,-97.86469444,-6,1,NA
"HYL","AK","Hollis SPB","Hollis","USA",55.48158833,-132.6460942,-9,1,NA
"HYR","WI","Sawyer County","Hayward","USA",46.02585722,-91.44424278,-6,1,NA
"HYS","KS","Hays Municipal","Hays","USA",38.84494167,-99.27403361,-6,1,NA
"HYW","SC","Conway-Horry County","Conway","USA",33.8285,-79.12216667,-5,1,NA
"HZD","TN","Carroll County","Huntingdon","USA",36.08930722,-88.46329778,-6,1,NA
"HZE","ND","Mercer County Regional","Hazen","USA",47.28986111,-101.5809444,-7,1,NA
"HZE","ND","Mercer County Regional","Hazen","USA",47.28986111,-101.5809444,-6,1,NA
"HZL","PA","Hazleton Muni","Hazleton","USA",40.98677778,-75.99488889,-5,1,NA
"HZR","LA","False River Air Park","New Roads","USA",30.71832333,-91.47866972,-6,1,NA
"HZY","OH","Ashtabula County","Ashtabula","USA",41.77797528,-80.69551333,-5,1,NA
"I05","KY","Sturgis Municipal","Sturgis","USA",37.54083333,-87.95183333,-6,1,NA
"I12","OH","Sidney Municipal","Sidney","USA",40.24127944,-84.15101167,-5,1,NA
"I16","WV","Kee ","Pineville","USA",37.60044444,-81.55927778,-5,1,NA
"I18","WV","Jackson County","Ravenswood","USA",38.92977778,-81.81947222,-5,1,NA
"I19","OH","Greene County","Dayton","USA",39.69172639,-83.99023806,-5,1,NA
"I22","IN","Randolph County","Winchester","USA",40.16885083,-84.92585333,-5,0,NA
"I23","OH","Fayette County","Washington Court House","USA",39.57040167,-83.42052444,-5,1,NA
"I25","WV","Welch Muni","Welch","USA",37.41678056,-81.52899417,-5,1,NA
"I32","KY","Morehead-Rowan County","Morehead","USA",38.13341472,-83.53796528,-5,1,NA
"I34","IN","Greensburg-Decatur County ","Greensburg","USA",39.32691111,-85.52252694,-5,0,NA
"I34","IN","Greensburg-Decatur County ","Greensburg","USA",39.32691111,-85.52252694,-5,1,NA
"I35","KY","Tucker-Guthrie Memorial","Harlan","USA",36.85981028,-83.36101639,-5,1,NA
"I39","KY","Madison County","Richmond","USA",37.63152778,-84.33244444,-5,1,NA
"I40","OH","Richard Downing","Coshocton","USA",40.30918056,-81.85338194,-5,1,NA
"I42","IN","Paoli Municipal","Paoli","USA",38.58338806,-86.46248778,-5,0,NA
"I42","IN","Paoli Municipal","Paoli","USA",38.58338806,-86.46248778,-5,1,NA
"I43","OH","James A Rhodes","Jackson","USA",38.98135194,-82.57785667,-5,1,NA
"I50","KY","Stanton","Stanton","USA",37.85008167,-83.84575194,-5,1,NA
"I57","OH","Pike County","Waverly","USA",39.16693333,-82.928175,-5,1,NA
"I63","IL","Mt. Sterling Municipal","Mt. Sterling","USA",39.9875,-90.80416667,-6,1,NA
"I66","OH","Clinton ","Wilmington","USA",39.50286111,-83.86305556,-5,1,NA
"I67","OH","Cincinnati West","Harrison","USA",39.25894444,-84.77430556,-5,1,NA
"I68","OH","Lebanon-Warren County","Lebanon","USA",39.46217306,-84.25184722,-5,1,NA
"I69","OH","Clermont County","Batavia","USA",39.07839722,-84.21020722,-5,1,NA
"I74","OH","Grimes ","Urbana","USA",40.12928306,-83.7548775,-5,1,NA
"I75","IA","Osceola Municipal","Osceola","USA",41.05221889,-93.68966222,-6,1,NA
"I76","IN","Peru Municipal","Peru","USA",40.78631889,-86.14638306,-5,0,NA
"I78","OH","Union County","Marysville","USA",40.22469444,-83.35161111,-5,1,NA
"I83","IN","Salem Municipal","Salem","USA",38.60200167,-86.13997889,-5,0,NA
"I83","IN","Salem Municipal","Salem","USA",38.60200167,-86.13997889,-5,1,NA
"I86","OH","Perry County","New Lexington","USA",39.69159667,-82.19778583,-5,1,NA
"I88","IL","Pontiac Municipal","Pontiac","USA",40.92372222,-88.6255,-6,1,NA
"I93","KY","Breckinridge County","Hardinsburg","USA",37.78505944,-86.44192194,-6,1,NA
"I93","KY","Breckinridge County","Hardinsburg","USA",37.78505944,-86.44192194,-5,1,NA
"I95","OH","Hardin County","Kenton","USA",40.61072,-83.64359694,-5,1,NA
"IAD","VA","Washington Dulles International","Chantilly","USA",38.94453194,-77.45580972,-5,1,1287413
"IAG","NY","Niagara Falls Intl","Niagara Falls","USA",43.10725861,-78.94538139,-5,1,NA
"IAH","TX","George Bush Intercontinental","Houston","USA",29.98047222,-95.33972222,-6,1,2761895
"IAN","AK","Bob Baker Memorial","Kiana","USA",66.97937611,-160.4358597,-9,1,NA
"IBM","NE","Robert E. Arraj ","Kimball","USA",41.18805556,-103.6773889,-7,1,NA
"ICL","IA","Schenck ","Clarinda","USA",40.72178361,-95.02642667,-6,1,NA
"ICT","KS","Wichita Mid-Continent","Wichita","USA",37.64995889,-97.43304583,-6,1,201048
"IDA","ID","Idaho Falls Regional","Idaho Falls","USA",43.51455556,-112.0701667,-7,1,33654
"IDI","PA","Indiana Cty/Jimmy Stewart","Indiana","USA",40.63222222,-79.10552778,-5,1,NA
"IDL","MS","Indianola Municipal","Indianola","USA",33.48574611,-90.67887611,-6,1,NA
"IDP","KS","Independence Municipal","Independence","USA",37.15837222,-95.77838333,-6,1,NA
"IEM","AK","Whittier","Whittier","USA",60.7772125,-148.7215775,-9,1,NA
"IEN","SD","Pine Ridge","Pine Ridge","USA",43.02257694,-102.5110728,-7,1,NA
"IER","LA","Natchitoches Municipal","Natchitoches","USA",31.73572,-93.09913639,-6,1,NA
"IFA","IA","Iowa Falls Municipal","Iowa Falls","USA",42.47078639,-93.26995361,-6,1,NA
"IFP","AZ","Laughlin/Bullhead International","Bullhead City","USA",35.15738889,-114.5595278,-7,0,NA
"IGG","AK","Igiugig","Igiugig","USA",59.32373528,-155.9032733,NA,NA,NA
"IGM","AZ","Kingman","Kingman","USA",35.25947222,-113.9380556,-7,0,NA
"IGQ","IL","Lansing Municipal","Chicago/Lansing","USA",41.53988889,-87.53216667,-6,1,NA
"IGT","AK","Nightmute","Nightmute","USA",60.47032722,-164.6856414,NA,NA,NA
"IIB","IA","Independence Municipal","Independence","USA",42.45359833,-91.94761833,-6,1,NA
"IIK","AK","Kipnuk","Kipnuk","USA",59.93295111,-164.0305131,-9,1,NA
"IIY","GA","Washington-Wilkes County","Washington","USA",33.77987528,-82.81661639,-5,1,NA
"IJD","CT","Windham","Willimantic","USA",41.74404028,-72.18023583,-5,1,NA
"IJX","IL","Jacksonville Municipal","Jacksonville","USA",39.77429694,-90.23856583,-6,1,NA
"IKK","IL","Greater Kankakee","Kankakee","USA",41.07140417,-87.84626861,-6,1,NA
"IKV","IA","Ankeny Regional","Ankeny","USA",41.69128556,-93.56630333,-6,1,NA
"ILE","TX","Killeen Municipal","Killeen","USA",31.08583333,-97.6865,-6,1,13827
"ILG","DE","New Castle County ","Wilmington","USA",39.67872222,-75.60652778,-5,1,794
"ILI","AK","Iliamna","Iliamna","USA",59.75380028,-154.9109597,-9,1,NA
"ILM","NC","Wilmington International","Wilmington","USA",34.27061111,-77.90255556,-5,1,55442
"IML","NE","Imperial Municipal","Imperial","USA",40.50930556,-101.6205278,-7,1,NA
"IMM","FL","Immokalee","Immokalee","USA",26.43316667,-81.40102778,-5,1,NA
"IMS","IN","Madison Municipal","Madison","USA",38.75888889,-85.46552778,-5,0,NA
"IMS","IN","Madison Municipal","Madison","USA",38.75888889,-85.46552778,-5,1,NA
"IMT","MI","Ford","Iron Mountain/Kingsford","USA",45.81835417,-88.1145425,-6,1,NA
"IMT","MI","Ford","Iron Mountain/Kingsford","USA",45.81835417,-88.1145425,-5,1,NA
"IN03","IN","Indianapolis Downtown","Indianapolis","USA",39.76587639,-86.148875,-5,0,NA
"IND","IN","Indianapolis International","Indianapolis","USA",39.71732917,-86.29438417,-5,0,796496
"INK","TX","Winkler County","Wink","USA",31.77962833,-103.2013619,-6,1,NA
"INL","MN","Falls International","International Falls","USA",48.56618722,-93.40306667,-6,1,218
"INT","NC","Smith Reynolds","Winston-Salem","USA",36.13372222,-80.222,-5,1,NA
"INW","AZ","Winslow-Lindbergh Regional","Winslow","USA",35.02191667,-110.7225278,-7,0,NA
"IOB","KY","Mt Sterling-Montgomery County","Mount Sterling","USA",38.05813889,-83.97958333,-5,1,NA
"IOW","IA","Iowa City Municipal","Iowa City","USA",41.63924389,-91.54650333,-6,1,NA
"IPJ","NC","Lincoln County","Lincolnton","USA",35.48332889,-81.16125833,-5,1,NA
"IPL","CA","Imperial County","Imperial","USA",32.83422028,-115.5787456,-8,1,5111
"IPT","PA","Williamsport-Lycoming Cty","Williamsport","USA",41.24183583,-76.92109556,-5,1,NA
"IRK","MO","Kirksville Regional","Kirksville","USA",40.09364444,-92.54496917,-6,1,NA
"IRS","MI","Kirsch Municipal","Sturgis","USA",41.8128725,-85.43906111,-5,1,NA
"ISM","FL","Kissimmee Municipal","Orlando","USA",28.28980556,-81.43708333,-5,1,NA
"ISN","ND","Sloulin Field International","Williston","USA",48.17793861,-103.6423467,-6,1,NA
"ISN","ND","Sloulin Field International","Williston","USA",48.17793861,-103.6423467,-7,1,NA
"ISO","NC","Kinston Regional Jetport At Stallin","Kinston","USA",35.32807944,-77.61552611,-5,1,5945
"ISP","NY","Long Island - MacArthur","Islip","USA",40.7952425,-73.10021194,-5,1,152008
"ISQ","MI","Schoolcraft County","Manistique","USA",45.97464056,-86.17183056,-5,1,NA
"ISW","WI","Alexander ","Wisconsin Rapids","USA",44.36033833,-89.83897056,-6,1,NA
"ISZ","OH","Cincinnati-Blue Ash","Cincinnati","USA",39.24669444,-84.38897222,-5,1,NA
"ITH","NY","Tompkins Cty ","Ithaca","USA",42.49102778,-76.45844444,-5,1,18265
"ITO","HI","Hilo International","Hilo","USA",19.72026306,-155.0484703,-10,0,30170
"ITR","CO","Kit Carson County","Burlington","USA",39.2425,-102.2853889,-7,1,NA
"IWA","AZ","Williams Gateway","Phoenix","USA",33.30783333,-111.6554722,-7,0,NA
"IWD","MI","Gogebic County","Ironwood","USA",46.52747472,-90.13139667,-5,1,NA
"IWH","IN","Wabash Municipal","Wabash","USA",40.76195972,-85.79873417,-5,0,NA
"IWI","ME","Wiscasset","Wiscasset","USA",43.96141667,-69.71255556,-5,1,NA
"IWK","AK","Wales","Wales","USA",65.62394028,-168.0991719,-9,1,NA
"IWS","TX","West Houston","Houston","USA",29.81819444,-95.67261111,-6,1,NA
"IXD","KS","New Century Aircenter","Olathe","USA",38.83090472,-94.89030333,-6,1,NA
"IYK","CA","Inyokern","Inyokern","USA",35.65884306,-117.8295122,-8,1,5483
"IYS","AK","Wasilla","Wasilla","USA",61.57196083,-149.5405556,-9,1,NA
"IZA","CA","Santa Ynez","Santa Ynez","USA",34.60682028,-120.0755617,-8,1,NA
"IZG","ME","Eastern Slopes Regional","Fryeburg","USA",43.99114472,-70.94787444,-5,1,NA
"JAC","WY","Jackson Hole","Jackson","USA",43.60732417,-110.7377389,-7,1,42694
"JAN","MS","Jackson International","Jackson","USA",32.31116667,-90.07588889,-6,1,181742
"JAS","TX","Jasper County -Bell ","Jasper","USA",30.89058333,-94.03483333,-6,1,NA
"JAU","TN","Campbell County","Jacksboro","USA",36.33457556,-84.16234472,-5,1,NA
"JAX","FL","Jacksonville International","Jacksonville","USA",30.49405556,-81.68786111,-5,1,499295
"JBR","AR","Jonesboro Municipal","Jonesboro","USA",35.83186111,-90.64616667,-6,1,NA
"JCT","TX","Kimble County","Junction","USA",30.51126,-99.76345528,-6,1,NA
"JDN","MT","Jordan","Jordan","USA",47.33333417,-106.9339564,-7,1,NA
"JEF","MO","Jefferson City Memorial","Jefferson City","USA",38.59117917,-92.15614389,-6,1,NA
"JER","ID","Jerome County","Jerome","USA",42.72663639,-114.4571506,-7,1,NA
"JES","GA","Jesup-Wayne County","Jesup","USA",31.55408333,-81.88344444,-5,1,NA
"JFK","NY","John F Kennedy Intl","New York","USA",40.63975111,-73.77892556,-5,1,1248689
"JFX","AL","Walker County","Jasper","USA",33.90199528,-87.31416639,-6,1,NA
"JHM","HI","Kapalua","Lahaina","USA",20.96293639,-156.6730317,-10,0,NA
"JHW","NY","Chautauqua Cty","Jamestown","USA",42.15336861,-79.258035,-5,1,NA
"JKA","AL","Jack Edwards","Gulf Shores","USA",30.28951667,-87.67371472,-6,1,NA
"JKJ","MN","Moorhead Municipal ","Moorhead","USA",46.83919194,-96.66313028,-6,1,NA
"JKL","KY","Julian Carroll","Jackson","USA",37.59386111,-83.31725,-5,1,NA
"JLN","MO","Joplin Regional","Joplin","USA",37.15181361,-94.49826833,-6,1,NA
"JMR","MN","Mora Municipal","Mora","USA",45.88609722,-93.27177833,-6,1,NA
"JMS","ND","Jamestown Municipal","Jamestown","USA",46.92971944,-98.67819528,-6,1,NA
"JNU","AK","Juneau International","Juneau","USA",58.35496194,-134.5762764,-9,1,85945
"JNX","NC","Johnston County","Smithfield","USA",35.54094139,-78.39032944,-5,1,NA
"JOT","IL","Joliet Park District","Chicago/Joliet","USA",41.51805833,-88.17525583,-6,1,NA
"JQF","NC","Concord Regional","Concord","USA",35.38520694,-80.70971389,-5,1,NA
"JRA","NY","Port Authority-W 30th St Midtown Heliport","New York","USA",40.75454583,-74.00708389,-5,1,NA
"JRB","NY","Downtown Manhattan/Wall St. Heliport","New York","USA",40.70121361,-74.00902833,-5,1,NA
"JRF","HI","Kalaeloa (John Rodgers )","Kapolei","USA",21.30735389,-158.0703017,-10,0,NA
"JSO","TX","Jacksonville-Cherokee County","Jacksonville","USA",31.86933667,-95.21739028,-6,1,NA
"JST","PA","Johnstown-Cambria Cty","Johnstown","USA",40.31611111,-78.83394444,-5,1,NA
"JVL","WI","Rock County","Janesville","USA",42.61958222,-89.04034028,-6,1,NA
